Close,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,RSI,Y_BUY
120.699996,120.955001,120.608398,119.556999,119.859199,119.849998,47.51719798036402,False
121.150001,120.699996,120.955001,120.608398,119.556999,119.859199,49.54600710585006,False
119.889999,121.150001,120.699996,120.955001,120.608398,119.556999,44.54589204135878,False
119.830001,119.889999,121.150001,120.699996,120.955001,120.608398,44.32500009113933,False
120.059997,119.830001,119.889999,121.150001,120.699996,120.955001,45.40129758080081,False
120.1651,120.059997,119.830001,119.889999,121.150001,120.699996,45.89695646598013,False
119.907699,120.1651,120.059997,119.830001,119.889999,121.150001,44.86259030485759,False
118.970001,119.907699,120.1651,120.059997,119.830001,119.889999,41.34264659024146,False
119.5,118.970001,119.907699,120.1651,120.059997,119.830001,43.9216557431903,False
119.120002,119.5,118.970001,119.907699,120.1651,120.059997,42.53125762250392,False
118.815002,119.120002,119.5,118.970001,119.907699,120.1651,41.43934926263522,False
118.699996,118.815002,119.120002,119.5,118.970001,119.907699,41.027472156990086,False
117.830497,118.699996,118.815002,119.120002,119.5,118.970001,38.061396024956814,False
116.3637,117.830497,118.699996,118.815002,119.120002,119.5,33.78806925225969,True
116.0,116.3637,117.830497,118.699996,118.815002,119.120002,32.83997447032449,True
116.875,116.0,116.3637,117.830497,118.699996,118.815002,37.23408771572359,True
116.720001,116.875,116.0,116.3637,117.830497,118.699996,36.79187882546335,True
117.379997,116.720001,116.875,116.0,116.3637,117.830497,39.941566056996834,True
118.529998,117.379997,116.720001,116.875,116.0,116.3637,44.90264859549904,False
118.059997,118.529998,117.379997,116.720001,116.875,116.0,43.38376490703183,False
117.61,118.059997,118.529998,117.379997,116.720001,116.875,41.97402724232979,False
117.5,117.61,118.059997,118.529998,117.379997,116.720001,41.6310966338149,False
118.199302,117.5,117.61,118.059997,118.529998,117.379997,44.61434400318417,False
117.485,118.199302,117.5,117.61,118.059997,118.529998,42.322973751215585,False
117.5,117.485,118.199302,117.5,117.61,118.059997,42.387411714587664,False
