Close,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,RSI,Y_BUY
130.100006,130.130004,130.339904,130.256103,130.619995,130.520004,49.208665818203336,True
130.380004,130.100006,130.130004,130.339904,130.256103,130.619995,51.51392343002438,True
130.380004,130.380004,130.100006,130.130004,130.339904,130.256103,51.51392343002438,False
130.464996,130.380004,130.380004,130.100006,130.130004,130.339904,52.22182207544079,False
130.286605,130.464996,130.380004,130.380004,130.100006,130.130004,50.61336882968048,False
130.410003,130.286605,130.464996,130.380004,130.380004,130.100006,51.68095805815401,False
130.419998,130.410003,130.286605,130.464996,130.380004,130.380004,51.76853588636415,False
130.289993,130.419998,130.410003,130.286605,130.464996,130.380004,50.533091364642324,False
130.122894,130.289993,130.419998,130.410003,130.286605,130.464996,48.975184438421614,True
130.11,130.122894,130.289993,130.419998,130.410003,130.286605,48.854658726032646,True
130.139999,130.11,130.122894,130.289993,130.419998,130.410003,49.1565510076626,True
130.11,130.139999,130.11,130.122894,130.289993,130.419998,48.85748209098906,True
130.199996,130.11,130.139999,130.11,130.122894,130.289993,49.80751632789017,False
130.149902,130.199996,130.11,130.139999,130.11,130.122894,49.27909944502728,False
130.210006,130.149902,130.199996,130.11,130.139999,130.11,49.93992259260688,False
130.304992,130.210006,130.149902,130.199996,130.11,130.139999,50.98648382075416,False
130.136703,130.304992,130.210006,130.149902,130.199996,130.11,49.10045201419495,False
129.972198,130.136703,130.304992,130.210006,130.149902,130.199996,47.32581438603663,True
129.975006,129.972198,130.136703,130.304992,130.210006,130.149902,47.35949317958241,True
130.145004,129.975006,129.972198,130.136703,130.304992,130.210006,49.39104111772559,False
130.160003,130.145004,129.975006,129.972198,130.136703,130.304992,49.569121592915856,False
130.074996,130.160003,130.145004,129.975006,129.972198,130.136703,48.56474480911997,True
130.095092,130.074996,130.160003,130.145004,129.975006,129.972198,48.818984610031386,True
130.078994,130.095092,130.074996,130.160003,130.145004,129.975006,48.61934426753185,True
130.037002,130.078994,130.095092,130.074996,130.160003,130.145004,48.0873834865514,True
130.044998,130.037002,130.078994,130.095092,130.074996,130.160003,48.19930320586235,True
130.264999,130.044998,130.037002,130.078994,130.095092,130.074996,51.2011558228592,True
130.339996,130.264999,130.044998,130.037002,130.078994,130.095092,52.18080267994177,True
130.389999,130.339996,130.264999,130.044998,130.037002,130.078994,52.835471932546966,True
130.5233,130.389999,130.339996,130.264999,130.044998,130.037002,54.55548882421731,True
130.509994,130.5233,130.389999,130.339996,130.264999,130.044998,54.35031231263567,True
130.625,130.509994,130.5233,130.389999,130.339996,130.264999,55.83897260846541,True
131.005004,130.625,130.509994,130.5233,130.389999,130.339996,60.277659966022284,True
131.080993,131.005004,130.625,130.509994,130.5233,130.389999,61.088710362500606,True
131.130004,131.080993,131.005004,130.625,130.509994,130.5233,61.61295595607441,True
131.229995,131.130004,131.080993,131.005004,130.625,130.509994,62.6768516475824,True
131.125,131.229995,131.130004,131.080993,131.005004,130.625,60.84069175931677,True
131.11,131.125,131.229995,131.130004,131.080993,131.005004,60.57776579050278,False
131.335006,131.11,131.125,131.229995,131.130004,131.080993,63.06102088667897,False
131.274993,131.335006,131.11,131.125,131.229995,131.130004,61.98111724092612,False
131.294998,131.274993,131.335006,131.11,131.125,131.229995,62.20485921376214,False
131.240005,131.294998,131.274993,131.335006,131.11,131.125,61.178475186596,False
130.925003,131.240005,131.294998,131.274993,131.335006,131.11,55.71741802514109,True
130.949996,130.925003,131.240005,131.294998,131.274993,131.335006,56.04029139321031,True
131.108993,130.949996,130.925003,131.240005,131.294998,131.274993,58.05779959022575,False
131.220001,131.108993,130.949996,130.925003,131.240005,131.294998,59.406683737405,False
131.050094,131.220001,131.108993,130.949996,130.925003,131.240005,56.52140579673335,False
131.11,131.050094,131.220001,131.108993,130.949996,130.925003,57.28004700584688,False
130.964996,131.11,131.050094,131.220001,131.108993,130.949996,54.87650716707756,True
130.830001,130.964996,131.11,131.050094,131.220001,131.108993,52.739925776913005,True
130.919998,130.830001,130.964996,131.11,131.050094,131.220001,53.97871199765453,True
130.904998,130.919998,130.830001,130.964996,131.11,131.050094,53.73525694628292,False
131.080001,130.904998,130.919998,130.830001,130.964996,131.11,56.12923404359471,False
131.330001,131.080001,130.904998,130.919998,130.830001,130.964996,59.252838137985556,False
131.039993,131.330001,131.080001,130.904998,130.919998,130.830001,54.57803924524982,False
130.949996,131.039993,131.330001,131.080001,130.904998,130.919998,53.22660517261084,False
127.080001,130.949996,131.039993,131.330001,131.080001,130.904998,25.295233431670653,True
127.225196,127.080001,130.949996,131.039993,131.330001,131.080001,26.789986685935006,True
127.459999,127.225196,127.080001,130.949996,131.039993,131.330001,29.16684888911125,True
127.970001,127.459999,127.225196,127.080001,130.949996,131.039993,33.99388135027317,True
128.389999,127.970001,127.459999,127.225196,127.080001,130.949996,37.62407874072236,True
128.059997,128.389999,127.970001,127.459999,127.225196,127.080001,36.010326990396706,True
127.885002,128.059997,128.389999,127.970001,127.459999,127.225196,35.18052120889517,True
128.458999,127.885002,128.059997,128.389999,127.970001,127.459999,39.89202694384306,True
128.320007,128.458999,127.885002,128.059997,128.389999,127.970001,39.17693951316642,True
128.697006,128.320007,128.458999,127.885002,128.059997,128.389999,42.096532256939284,True
129.104995,128.697006,128.320007,128.458999,127.885002,128.059997,45.0564086362717,True
128.950103,129.104995,128.697006,128.320007,128.458999,127.885002,44.167521083124285,True
128.979995,128.950103,129.104995,128.697006,128.320007,128.458999,44.387097688545815,True
129.169998,128.979995,128.950103,129.104995,128.697006,128.320007,45.79236633706933,True
129.065002,129.169998,128.979995,128.950103,129.104995,128.697006,45.138724795278286,True
129.244995,129.065002,129.169998,128.979995,128.950103,129.104995,46.496432945314034,True
129.634994,129.244995,129.065002,129.169998,128.979995,128.950103,49.31496158331159,True
129.386901,129.634994,129.244995,129.065002,129.169998,128.979995,47.65870640418464,True
129.500106,129.386901,129.634994,129.244995,129.065002,129.169998,48.47753044840245,True
129.966903,129.500106,129.386901,129.634994,129.244995,129.065002,51.708086380737306,True
130.490005,129.966903,129.500106,129.386901,129.634994,129.244995,54.98799358574905,False
130.690002,130.490005,129.966903,129.500106,129.386901,129.634994,56.16833191000287,False
130.595001,130.690002,130.490005,129.966903,129.500106,129.386901,55.45203254111229,False
130.419998,130.595001,130.690002,130.490005,129.966903,129.500106,54.13323358072113,False
130.367004,130.419998,130.595001,130.690002,130.490005,129.966903,53.73193366224739,False
129.906799,130.367004,130.419998,130.595001,130.690002,130.490005,50.36922480908766,True
130.134994,129.906799,130.367004,130.419998,130.595001,130.690002,51.91661862560424,True
130.240707,130.134994,129.906799,130.367004,130.419998,130.595001,52.626203789411846,True
130.044998,130.240707,130.134994,129.906799,130.367004,130.419998,51.17624840643795,True
130.119995,130.044998,130.240707,130.134994,129.906799,130.367004,51.70503665708335,True
130.375,130.119995,130.044998,130.240707,130.134994,129.906799,53.48157554456543,False
130.501998,130.375,130.119995,130.044998,130.240707,130.134994,54.34887057344496,False
130.403701,130.501998,130.375,130.119995,130.044998,130.240707,53.54752669234777,False
130.580001,130.403701,130.501998,130.375,130.119995,130.044998,54.787446931994396,False
130.333099,130.580001,130.403701,130.501998,130.375,130.119995,52.74281665081183,False
130.324996,130.333099,130.580001,130.403701,130.501998,130.375,52.675911233975754,False
130.380004,130.324996,130.333099,130.580001,130.403701,130.501998,53.09479476491678,False
130.029998,130.380004,130.324996,130.333099,130.580001,130.403701,50.16488179551592,False
130.009994,130.029998,130.380004,130.324996,130.333099,130.580001,50.00134327322256,False
129.914993,130.009994,130.029998,130.380004,130.324996,130.333099,49.21122868127142,True
130.133605,129.914993,130.009994,130.029998,130.380004,130.324996,51.05684106352467,False
130.009994,130.133605,129.914993,130.009994,130.029998,130.380004,49.99160164398097,False
130.029998,130.009994,130.133605,129.914993,130.009994,130.029998,50.166092319808115,False
129.994995,130.029998,130.009994,130.133605,129.914993,130.009994,49.850460237226756,False
130.140792,129.994995,130.029998,130.009994,130.133605,129.914993,51.17733500819714,False
129.804901,130.140792,129.994995,130.029998,130.009994,130.133605,48.134598237813556,False
129.369995,129.804901,130.140792,129.994995,130.029998,130.009994,44.57599885805382,True
129.240005,129.369995,129.804901,130.140792,129.994995,130.029998,43.577398181494644,True
129.100006,129.240005,129.369995,129.804901,130.140792,129.994995,42.51367487166121,True
129.36,129.100006,129.240005,129.369995,129.804901,130.140792,45.09482530372242,False
129.529998,129.36,129.100006,129.240005,129.369995,129.804901,46.71705281246605,False
129.425003,129.529998,129.36,129.100006,129.240005,129.369995,45.84938973578299,False
129.404998,129.425003,129.529998,129.36,129.100006,129.240005,45.68174782724463,False
129.25,129.404998,129.425003,129.529998,129.36,129.100006,44.37798550313685,False
129.274993,129.25,129.404998,129.425003,129.529998,129.36,44.64217847962404,False
129.119995,129.274993,129.25,129.404998,129.425003,129.529998,43.3188920271651,False
128.945007,129.119995,129.274993,129.25,129.404998,129.425003,41.865957787564746,False
128.599197,128.945007,129.119995,129.274993,129.25,129.404998,39.17329325661068,False
128.315002,128.599197,128.945007,129.119995,129.274993,129.25,37.13761836677247,False
127.800003,128.315002,128.599197,128.945007,129.119995,129.274993,33.833542378497754,False
128.005004,127.800003,128.315002,128.599197,128.945007,129.119995,36.17752027926239,False
127.559997,128.005004,127.800003,128.315002,128.599197,128.945007,33.50551645592492,True
127.879203,127.559997,128.005004,127.800003,128.315002,128.599197,36.968529968990275,True
127.175003,127.879203,127.559997,128.005004,127.800003,128.315002,33.03273598853551,True
127.639999,127.175003,127.879203,127.559997,128.005004,127.800003,37.583136078557445,True
127.939903,127.639999,127.175003,127.879203,127.559997,128.005004,40.29653634283194,False
127.654998,127.939903,127.639999,127.175003,127.879203,127.559997,38.64160801679023,False
127.910003,127.654998,127.939903,127.639999,127.175003,127.879203,40.894709330040946,False
128.009994,127.910003,127.654998,127.939903,127.639999,127.175003,41.76427566091895,False
127.86,128.009994,127.910003,127.654998,127.939903,127.639999,40.829815021631084,False
127.190101,127.86,128.009994,127.910003,127.654998,127.939903,36.995924928734176,False
127.480003,127.190101,127.86,128.009994,127.910003,127.654998,39.543581089959446,False
127.480003,127.480003,127.190101,127.86,128.009994,127.910003,39.543581089959446,False
126.900001,127.480003,127.480003,127.190101,127.86,128.009994,36.37850714523619,True
127.470001,126.900001,127.480003,127.480003,127.190101,127.86,41.17689593758243,True
127.189903,127.470001,126.900001,127.480003,127.480003,127.190101,39.652858963996074,True
126.830001,127.189903,127.470001,126.900001,127.480003,127.480003,37.78915226113173,True
126.589996,126.830001,127.189903,127.470001,126.900001,127.480003,36.5995305723105,True
128.169998,126.589996,126.830001,127.189903,127.470001,126.900001,47.81503338479303,True
128.524993,128.169998,126.589996,126.830001,127.189903,127.470001,49.8808366266147,True
128.440307,128.524993,128.169998,126.589996,126.830001,127.189903,49.397078294612385,True
127.999198,128.440307,128.524993,128.169998,126.589996,126.830001,46.93813171285934,True
128.520004,127.999198,128.440307,128.524993,128.169998,126.589996,49.98644688989616,True
129.010299,128.520004,127.999198,128.440307,128.524993,128.169998,52.64252951566404,True
129.410003,129.010299,128.520004,127.999198,128.440307,128.524993,54.67743234213965,True
129.490005,129.410003,129.010299,128.520004,127.999198,128.440307,55.0780868546883,True
129.839202,129.490005,129.410003,129.010299,128.520004,127.999198,56.806462864370694,True
130.005004,129.839202,129.490005,129.410003,129.010299,128.520004,57.609547952277794,True
129.836898,130.005004,129.839202,129.490005,129.410003,129.010299,56.5049181437326,True
129.830093,129.836898,130.005004,129.839202,129.490005,129.410003,56.45947186950482,True
129.86,129.830093,129.836898,130.005004,129.839202,129.490005,56.61849329951907,True
130.0643,129.86,129.830093,129.836898,130.005004,129.839202,57.7126074928722,True
130.095001,130.0643,129.86,129.830093,129.836898,130.005004,57.87816304321203,True
130.164993,130.095001,130.0643,129.86,129.830093,129.836898,58.26446681950646,True
130.199996,130.164993,130.095001,130.0643,129.86,129.830093,58.46203545200709,True
130.540603,130.199996,130.164993,130.095001,130.0643,129.86,60.355834427877525,False
130.632507,130.540603,130.199996,130.164993,130.095001,130.0643,60.85522186622501,False
130.962905,130.632507,130.540603,130.199996,130.164993,130.095001,62.611115111911936,False
130.535003,130.962905,130.632507,130.540603,130.199996,130.164993,59.0534062983468,True
130.419998,130.535003,130.962905,130.632507,130.540603,130.199996,58.13273127357048,True
130.529998,130.419998,130.535003,130.962905,130.632507,130.540603,58.770321407199,True
130.559997,130.529998,130.419998,130.535003,130.962905,130.632507,58.94713627295411,False
130.570007,130.559997,130.529998,130.419998,130.535003,130.962905,59.007967957151216,False
130.830795,130.570007,130.559997,130.529998,130.419998,130.535003,60.58589124927174,False
130.705001,130.830795,130.570007,130.559997,130.529998,130.419998,59.44132351013345,False
130.600006,130.705001,130.830795,130.570007,130.559997,130.529998,58.484972658458226,False
130.479995,130.600006,130.705001,130.830795,130.570007,130.559997,57.390473851293955,False
130.320007,130.479995,130.600006,130.705001,130.830795,130.570007,55.94310835046278,False
130.320007,130.320007,130.479995,130.600006,130.705001,130.830795,55.94310835046278,False
130.150695,130.320007,130.320007,130.479995,130.600006,130.705001,54.38217680179263,True
130.11,130.150695,130.320007,130.320007,130.479995,130.600006,54.00657172393631,True
130.210006,130.11,130.150695,130.320007,130.320007,130.479995,54.80213019691241,True
130.020004,130.210006,130.11,130.150695,130.320007,130.320007,52.996013096420036,True
130.059997,130.020004,130.210006,130.11,130.150695,130.320007,53.33174307478165,True
130.416305,130.059997,130.020004,130.210006,130.11,130.150695,56.2208187553995,True
130.434997,130.416305,130.059997,130.020004,130.210006,130.11,56.36776863277041,False
130.532806,130.434997,130.416305,130.059997,130.020004,130.210006,57.14829400121424,False
130.464996,130.532806,130.434997,130.416305,130.059997,130.020004,56.42261921256536,False
130.634994,130.464996,130.532806,130.434997,130.416305,130.059997,57.81525803124701,False
130.461105,130.634994,130.464996,130.532806,130.434997,130.416305,55.9195831157779,False
130.399993,130.461105,130.634994,130.464996,130.532806,130.434997,55.25923203295483,False
130.070007,130.399993,130.461105,130.634994,130.464996,130.532806,51.831787459434146,True
130.240005,130.070007,130.399993,130.461105,130.634994,130.464996,53.376725035185956,True
130.289901,130.240005,130.070007,130.399993,130.461105,130.634994,53.82748992007489,True
130.445007,130.289901,130.240005,130.070007,130.399993,130.461105,55.223082423747464,False
130.36,130.445007,130.289901,130.240005,130.070007,130.399993,54.29043219512481,True
130.5,130.36,130.445007,130.289901,130.240005,130.070007,55.57194534632479,False
130.346694,130.5,130.36,130.445007,130.289901,130.240005,53.857255581669776,True
130.514999,130.346694,130.5,130.36,130.445007,130.289901,55.42318130954555,True
130.285003,130.514999,130.346694,130.5,130.36,130.445007,52.88000338863359,True
130.363098,130.285003,130.514999,130.346694,130.5,130.36,53.62925312376817,True
130.300003,130.363098,130.285003,130.514999,130.346694,130.5,52.924168292027815,True
130.579696,130.300003,130.363098,130.285003,130.514999,130.346694,55.60724238901325,True
130.554992,130.579696,130.300003,130.363098,130.285003,130.514999,55.31845074556671,True
130.455001,130.554992,130.579696,130.300003,130.363098,130.285003,54.13827794476594,True
130.440002,130.455001,130.554992,130.579696,130.300003,130.363098,53.95920219710648,True
130.525802,130.440002,130.455001,130.554992,130.579696,130.300003,54.84524574738459,False
130.616806,130.525802,130.440002,130.455001,130.554992,130.579696,55.78126757850064,False
130.565002,130.616806,130.525802,130.440002,130.455001,130.554992,55.10691706831996,True
130.570007,130.565002,130.616806,130.525802,130.440002,130.455001,55.16122785296098,True
130.490005,130.570007,130.565002,130.616806,130.525802,130.440002,54.07678042458644,True
130.514999,130.490005,130.570007,130.565002,130.616806,130.525802,54.36743598698161,True
130.509994,130.514999,130.490005,130.570007,130.565002,130.616806,54.29607229522027,True
130.774993,130.509994,130.514999,130.490005,130.570007,130.565002,57.368643981942256,True
130.846206,130.774993,130.509994,130.514999,130.490005,130.570007,58.15266130395004,True
130.889999,130.846206,130.774993,130.509994,130.514999,130.490005,58.63777119143202,True
130.86,130.889999,130.846206,130.774993,130.509994,130.514999,58.15882770155385,True
130.930099,130.86,130.889999,130.846206,130.774993,130.509994,58.97090628218489,True
131.168395,130.930099,130.86,130.889999,130.846206,130.774993,61.59840590027113,True
131.210006,131.168395,130.930099,130.86,130.889999,130.846206,62.03863447779191,True
131.294998,131.210006,131.168395,130.930099,130.86,130.889999,62.93857792963606,False
131.229995,131.294998,131.210006,131.168395,130.930099,130.86,61.77699612382503,True
131.199996,131.229995,131.294998,131.210006,131.168395,130.930099,61.23610719251114,True
131.479995,131.199996,131.229995,131.294998,131.210006,131.168395,64.26458314211916,False
131.252502,131.479995,131.199996,131.229995,131.294998,131.210006,60.29552337070533,False
130.86,131.252502,131.479995,131.199996,131.229995,131.294998,54.29556291861788,True
132.312301,130.86,131.252502,131.479995,131.199996,131.229995,66.92475182936995,False
131.470001,132.312301,130.86,131.252502,131.479995,131.199996,57.38720656926997,True
131.410095,131.470001,132.312301,130.86,131.252502,131.479995,56.790279005347195,False
130.901,131.410095,131.470001,132.312301,130.86,131.252502,52.02144971952788,True
131.320007,130.901,131.410095,131.470001,132.312301,130.86,55.23022566109419,True
131.548995,131.320007,130.901,131.410095,131.470001,132.312301,56.86518125578287,False
131.809997,131.548995,131.320007,130.901,131.410095,131.470001,58.650109645580706,False
131.384994,131.809997,131.548995,131.320007,130.901,131.410095,54.81948005296821,False
131.229995,131.384994,131.809997,131.548995,131.320007,130.901,53.49797198824884,False
131.5,131.229995,131.384994,131.809997,131.548995,131.320007,55.43855124658576,False
130.945495,131.5,131.229995,131.384994,131.809997,131.548995,50.913529949187186,True
130.380004,130.945495,131.5,131.229995,131.384994,131.809997,46.86779201956283,True
130.684997,130.380004,130.945495,131.5,131.229995,131.384994,49.128764445652436,True
130.800003,130.684997,130.380004,130.945495,131.5,131.229995,49.96142356283307,True
131.220001,130.800003,130.684997,130.380004,130.945495,131.5,52.882216685618225,False
131.36,131.220001,130.800003,130.684997,130.380004,130.945495,53.814133033426366,False
131.365005,131.36,131.220001,130.800003,130.684997,130.380004,53.84797505171279,False
131.020004,131.365005,131.36,131.220001,130.800003,130.684997,51.16785114060598,False
131.080093,131.020004,131.365005,131.36,131.220001,130.800003,51.602935436504566,False
131.044204,131.080093,131.020004,131.365005,131.36,131.220001,51.31972286800963,True
131.085006,131.044204,131.080093,131.020004,131.365005,131.36,51.63269406761826,True
130.719894,131.085006,131.044204,131.080093,131.020004,131.365005,48.725673490515824,True
130.970001,130.719894,131.085006,131.044204,131.080093,131.020004,50.697576696749465,True
131.070007,130.970001,130.719894,131.085006,131.044204,131.080093,51.471463252780495,True
131.1716,131.070007,130.970001,130.719894,131.085006,131.044204,52.260896280984376,True
131.389999,131.1716,131.070007,130.970001,130.719894,131.085006,53.93161081486687,True
131.559997,131.389999,131.1716,131.070007,130.970001,130.719894,55.19727885993356,True
131.559997,131.559997,131.389999,131.1716,131.070007,130.970001,55.19727885993356,True
131.710006,131.559997,131.559997,131.389999,131.1716,131.070007,56.3357060724708,True
132.240005,131.710006,131.559997,131.559997,131.389999,131.1716,60.05464591203445,False
131.940002,132.240005,131.710006,131.559997,131.559997,131.389999,57.19510454266071,True
132.274993,131.940002,132.240005,131.710006,131.559997,131.559997,59.431948706182816,False
132.434997,132.274993,131.940002,132.240005,131.710006,131.559997,60.455524657556175,False
132.270706,132.434997,132.274993,131.940002,132.240005,131.710006,58.87378471088595,False
132.000106,132.270706,132.434997,132.274993,131.940002,132.240005,56.35528433501884,False
132.154998,132.000106,132.270706,132.434997,132.274993,131.940002,57.43611288922926,False
131.960006,132.154998,132.000106,132.270706,132.434997,132.274993,55.637351074674136,False
131.869995,131.960006,132.154998,132.000106,132.270706,132.434997,54.815552329948154,False
131.75,131.869995,131.960006,132.154998,132.000106,132.270706,53.71860547009008,False
131.615493,131.75,131.869995,131.960006,132.154998,132.000106,52.49738116959519,True
131.695007,131.615493,131.75,131.869995,131.960006,132.154998,53.1503167700703,False
131.669998,131.695007,131.615493,131.75,131.869995,131.960006,52.91309042629652,False
131.619995,131.669998,131.695007,131.615493,131.75,131.869995,52.42789856143828,False
131.595504,131.619995,131.669998,131.695007,131.615493,131.75,52.184846383752735,False
131.726699,131.595504,131.619995,131.669998,131.695007,131.615493,53.38535284033246,False
131.220001,131.726699,131.595504,131.619995,131.669998,131.695007,48.507445742300625,False
130.809997,131.220001,131.726699,131.595504,131.619995,131.669998,45.05307448577743,False
131.115005,130.809997,131.220001,131.726699,131.595504,131.619995,47.914577452241986,False
131.009994,131.115005,130.809997,131.220001,131.726699,131.595504,47.03992552035412,False
130.699996,131.009994,131.115005,130.809997,131.220001,131.726699,44.55028605875488,True
130.556701,130.699996,131.009994,131.115005,130.809997,131.220001,43.44797098702678,True
130.785003,130.556701,130.699996,131.009994,131.115005,130.809997,45.66910643249251,True
130.945007,130.785003,130.556701,130.699996,131.009994,131.115005,47.17698182666318,True
131.009994,130.945007,130.785003,130.556701,130.699996,131.009994,47.78733941294439,True
131.065002,131.009994,130.945007,130.785003,130.556701,130.699996,48.31160077364987,True
131.157302,131.065002,131.009994,130.945007,130.785003,130.556701,49.19919151550594,True
131.149993,131.157302,131.065002,131.009994,130.945007,130.785003,49.12991019137415,True
131.370101,131.149993,131.157302,131.065002,131.009994,130.945007,51.27280927896056,False
131.179992,131.370101,131.149993,131.157302,131.065002,131.009994,49.40856601689174,True
131.475006,131.179992,131.370101,131.149993,131.157302,131.065002,52.20516777261008,False
131.3208,131.475006,131.179992,131.370101,131.149993,131.157302,50.68637751183062,True
131.404998,131.3208,131.475006,131.179992,131.370101,131.149993,51.48556749903628,True
131.226303,131.404998,131.3208,131.475006,131.179992,131.370101,49.71238821903867,True
131.365005,131.226303,131.404998,131.3208,131.475006,131.179992,51.06887915914253,True
131.404998,131.365005,131.226303,131.404998,131.3208,131.475006,51.46039349125319,True
131.440002,131.404998,131.365005,131.226303,131.404998,131.3208,51.810374126119164,True
